Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-02-22 03:00:00,Denmark,East Denmark,DK-DK2,241.29,361.78,66.02,59.78,entsoe.eu,false,
2021-02-22 04:00:00,Denmark,East Denmark,DK-DK2,231.45,346.61,67.23,63.44,entsoe.eu,false,
2021-02-22 05:00:00,Denmark,East Denmark,DK-DK2,146.02,266.92,78.17,69.42,entsoe.eu,false,
2021-02-22 06:00:00,Denmark,East Denmark,DK-DK2,219.44,340.29,67.65,65.15,entsoe.eu,false,
2021-02-22 07:00:00,Denmark,East Denmark,DK-DK2,215.4,327.16,67.82,65.06,entsoe.eu,false,
2021-02-22 08:00:00,Denmark,East Denmark,DK-DK2,197.83,305.9,69.6,67.6,entsoe.eu,false,
2021-02-22 09:00:00,Denmark,East Denmark,DK-DK2,184.15,289.85,71.81,69.36,entsoe.eu,false,
2021-02-22 10:00:00,Denmark,East Denmark,DK-DK2,184.04,286.58,72.66,69.76,entsoe.eu,false,
2021-02-22 11:00:00,Denmark,East Denmark,DK-DK2,169.32,278.14,73.21,71.91,entsoe.eu,false,
2021-02-22 12:00:00,Denmark,East Denmark,DK-DK2,157.11,268.39,74.63,72.44,entsoe.eu,false,
2021-02-22 13:00:00,Denmark,East Denmark,DK-DK2,152.3,266.2,75.77,73.49,entsoe.eu,false,
2021-02-22 14:00:00,Denmark,East Denmark,DK-DK2,119.27,219.72,80.54,73.75,entsoe.eu,false,
2021-02-22 15:00:00,Denmark,East Denmark,DK-DK2,131.37,235.83,78.46,72.53,entsoe.eu,false,
2021-02-22 16:00:00,Denmark,East Denmark,DK-DK2,148.92,256.04,75.94,72.55,entsoe.eu,false,
2021-02-22 17:00:00,Denmark,East Denmark,DK-DK2,127.16,225.44,79.75,74.56,entsoe.eu,false,
2021-02-22 18:00:00,Denmark,East Denmark,DK-DK2,133.65,220.74,79.89,75.15,entsoe.eu,false,
2021-02-22 19:00:00,Denmark,East Denmark,DK-DK2,114.6,207.38,83.21,78.23,entsoe.eu,false,
2021-02-22 20:00:00,Denmark,East Denmark,DK-DK2,113.45,195.6,83.24,78.06,entsoe.eu,false,
2021-02-22 21:00:00,Denmark,East Denmark,DK-DK2,120.36,213.11,82.25,79.8,entsoe.eu,false,
2021-02-22 22:00:00,Denmark,East Denmark,DK-DK2,124.67,202.75,82.09,77.52,entsoe.eu,false,
2021-02-22 23:00:00,Denmark,East Denmark,DK-DK2,134.33,207.82,81.28,75.92,entsoe.eu,false,
2021-02-23 00:00:00,Denmark,East Denmark,DK-DK2,133.67,208.56,81.52,72.47,entsoe.eu,false,
2021-02-23 01:00:00,Denmark,East Denmark,DK-DK2,133.27,222.22,81.35,74.2,entsoe.eu,false,
2021-02-23 02:00:00,Denmark,East Denmark,DK-DK2,108.2,187.55,84.76,71.96,entsoe.eu,false,
2021-02-23 03:00:00,Denmark,East Denmark,DK-DK2,108.59,187.7,84.75,70.53,entsoe.eu,false,
2021-02-23 04:00:00,Denmark,East Denmark,DK-DK2,108.79,195.51,84.73,70.58,entsoe.eu,false,
2021-02-23 05:00:00,Denmark,East Denmark,DK-DK2,86.42,175.65,87.82,72.75,entsoe.eu,false,
2021-02-23 06:00:00,Denmark,East Denmark,DK-DK2,105.09,200.51,85.06,73.23,entsoe.eu,false,
2021-02-23 07:00:00,Denmark,East Denmark,DK-DK2,120.38,222.71,82.81,74.02,entsoe.eu,false,
2021-02-23 08:00:00,Denmark,East Denmark,DK-DK2,139.27,235.65,79.9,71.91,entsoe.eu,false,
2021-02-23 09:00:00,Denmark,East Denmark,DK-DK2,136.97,236.15,79.81,71.26,entsoe.eu,false,
2021-02-23 10:00:00,Denmark,East Denmark,DK-DK2,132.39,238.69,80.97,73.21,entsoe.eu,false,
2021-02-23 11:00:00,Denmark,East Denmark,DK-DK2,165.49,270.62,76.68,71.36,entsoe.eu,false,
2021-02-23 12:00:00,Denmark,East Denmark,DK-DK2,187.86,286.21,73.57,69.39,entsoe.eu,false,
2021-02-23 13:00:00,Denmark,East Denmark,DK-DK2,197.75,304.29,71.89,68.43,entsoe.eu,false,
2021-02-23 14:00:00,Denmark,East Denmark,DK-DK2,150.09,254.51,77.85,74.37,entsoe.eu,false,
2021-02-23 15:00:00,Denmark,East Denmark,DK-DK2,135.66,226.38,80.05,74.43,entsoe.eu,false,
2021-02-23 16:00:00,Denmark,East Denmark,DK-DK2,133.39,229.96,80.59,75.13,entsoe.eu,false,
2021-02-23 17:00:00,Denmark,East Denmark,DK-DK2,119.36,213.6,82.86,74.86,entsoe.eu,false,
2021-02-23 18:00:00,Denmark,East Denmark,DK-DK2,117.55,210.29,83.17,74.14,entsoe.eu,false,
2021-02-23 19:00:00,Denmark,East Denmark,DK-DK2,114.72,207.37,83.49,73.5,entsoe.eu,false,
2021-02-23 20:00:00,Denmark,East Denmark,DK-DK2,103.07,192.07,85.13,74.02,entsoe.eu,false,
2021-02-23 21:00:00,Denmark,East Denmark,DK-DK2,105.48,189.5,85.06,75.36,entsoe.eu,false,
2021-02-23 22:00:00,Denmark,East Denmark,DK-DK2,102.49,180.9,85.69,77.77,entsoe.eu,false,
2021-02-23 23:00:00,Denmark,East Denmark,DK-DK2,125.25,201.54,82.7,82.58,entsoe.eu,false,
2021-02-24 00:00:00,Denmark,East Denmark,DK-DK2,145.29,211.9,80.24,76.88,entsoe.eu,false,
2021-02-24 01:00:00,Denmark,East Denmark,DK-DK2,159.45,223.12,78.92,72.44,entsoe.eu,false,
2021-02-24 02:00:00,Denmark,East Denmark,DK-DK2,160.22,224.76,79.04,72.16,entsoe.eu,false,
2021-02-24 03:00:00,Denmark,East Denmark,DK-DK2,155.36,226.73,79.38,72.47,entsoe.eu,false,
2021-02-24 04:00:00,Denmark,East Denmark,DK-DK2,142.08,213.56,80.98,77.57,entsoe.eu,false,
2021-02-24 05:00:00,Denmark,East Denmark,DK-DK2,118.41,205.21,83.49,80.88,entsoe.eu,false,
2021-02-24 06:00:00,Denmark,East Denmark,DK-DK2,96.76,178.92,86.55,80.65,entsoe.eu,false,
2021-02-24 07:00:00,Denmark,East Denmark,DK-DK2,105.69,187.14,85.45,78.64,entsoe.eu,false,
2021-02-24 08:00:00,Denmark,East Denmark,DK-DK2,94.52,170.09,86.92,80.46,entsoe.eu,false,
2021-02-24 09:00:00,Denmark,East Denmark,DK-DK2,86.21,158.34,88.14,81.64,entsoe.eu,false,
2021-02-24 10:00:00,Denmark,East Denmark,DK-DK2,82.14,149.63,88.69,81.44,entsoe.eu,false,
2021-02-24 11:00:00,Denmark,East Denmark,DK-DK2,89.63,153.38,87.68,81.28,entsoe.eu,false,
2021-02-24 12:00:00,Denmark,East Denmark,DK-DK2,86.37,149.52,88.12,81.11,entsoe.eu,false,
2021-02-24 13:00:00,Denmark,East Denmark,DK-DK2,96.69,160.88,86.71,78.78,entsoe.eu,false,
2021-02-24 14:00:00,Denmark,East Denmark,DK-DK2,111.13,183.96,84.75,78.86,entsoe.eu,false,
2021-02-24 15:00:00,Denmark,East Denmark,DK-DK2,119.88,195.83,83.45,78.22,entsoe.eu,false,
2021-02-24 16:00:00,Denmark,East Denmark,DK-DK2,108.82,191.91,84.76,78.83,entsoe.eu,false,
2021-02-24 17:00:00,Denmark,East Denmark,DK-DK2,104.08,174.86,85.43,77.66,entsoe.eu,false,
2021-02-24 18:00:00,Denmark,East Denmark,DK-DK2,104.43,170.75,85.36,77.81,entsoe.eu,false,
2021-02-24 19:00:00,Denmark,East Denmark,DK-DK2,101.35,171.9,85.76,75.98,entsoe.eu,false,
2021-02-24 20:00:00,Denmark,East Denmark,DK-DK2,101.66,174.48,85.75,74.96,entsoe.eu,false,
2021-02-24 21:00:00,Denmark,East Denmark,DK-DK2,99.79,169.41,85.85,75.74,entsoe.eu,false,
2021-02-24 22:00:00,Denmark,East Denmark,DK-DK2,103.97,173.11,85.3,76.51,entsoe.eu,false,
2021-02-24 23:00:00,Denmark,East Denmark,DK-DK2,99.48,169.65,85.89,75.55,entsoe.eu,false,
2021-02-25 00:00:00,Denmark,East Denmark,DK-DK2,89.74,155.5,87.19,72.46,entsoe.eu,false,
2021-02-25 01:00:00,Denmark,East Denmark,DK-DK2,98.86,167.67,85.92,69.85,entsoe.eu,false,
2021-02-25 02:00:00,Denmark,East Denmark,DK-DK2,101.61,170.44,85.52,70.08,entsoe.eu,false,
2021-02-25 03:00:00,Denmark,East Denmark,DK-DK2,104.96,173.1,85.07,71.38,entsoe.eu,false,
2021-02-25 04:00:00,Denmark,East Denmark,DK-DK2,111.59,179.92,84.17,72.4,entsoe.eu,false,
2021-02-25 05:00:00,Denmark,East Denmark,DK-DK2,112.87,185.07,84.07,74.05,entsoe.eu,false,
2021-02-25 06:00:00,Denmark,East Denmark,DK-DK2,115.14,193.15,83.74,78.69,entsoe.eu,false,
2021-02-25 07:00:00,Denmark,East Denmark,DK-DK2,113.12,189.47,84.2,79.09,entsoe.eu,false,
2021-02-25 08:00:00,Denmark,East Denmark,DK-DK2,103.07,178.15,85.8,79.93,entsoe.eu,false,
2021-02-25 09:00:00,Denmark,East Denmark,DK-DK2,75.29,148.26,89.48,83.28,entsoe.eu,false,
2021-02-25 10:00:00,Denmark,East Denmark,DK-DK2,76.88,151.49,89.35,82.15,entsoe.eu,false,
2021-02-25 11:00:00,Denmark,East Denmark,DK-DK2,82.32,150.97,88.61,79.84,entsoe.eu,false,
2021-02-25 12:00:00,Denmark,East Denmark,DK-DK2,86.6,159.22,88.05,79.5,entsoe.eu,false,
2021-02-25 13:00:00,Denmark,East Denmark,DK-DK2,86.64,155.14,87.84,78.91,entsoe.eu,false,
2021-02-25 14:00:00,Denmark,East Denmark,DK-DK2,78.36,152.66,88.96,78.33,entsoe.eu,false,
2021-02-25 15:00:00,Denmark,East Denmark,DK-DK2,97.1,173.5,86.36,82.23,entsoe.eu,false,
2021-02-25 16:00:00,Denmark,East Denmark,DK-DK2,105.12,185.49,85.13,78.45,entsoe.eu,false,
2021-02-25 17:00:00,Denmark,East Denmark,DK-DK2,105.22,185.5,85.2,76.61,entsoe.eu,false,
2021-02-25 18:00:00,Denmark,East Denmark,DK-DK2,98.52,178.15,86.14,74.3,entsoe.eu,false,
2021-02-25 19:00:00,Denmark,East Denmark,DK-DK2,95.3,172.97,86.61,73.43,entsoe.eu,false,
2021-02-25 20:00:00,Denmark,East Denmark,DK-DK2,106.23,181.1,85.1,71.19,entsoe.eu,false,
2021-02-25 21:00:00,Denmark,East Denmark,DK-DK2,103.72,172.7,85.44,69.68,entsoe.eu,false,
2021-02-25 22:00:00,Denmark,East Denmark,DK-DK2,100.28,168.82,85.82,68.5,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-25 23:00:00,Denmark,East Denmark,DK-DK2,90.26,156.04,87.09,67.73,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-26 00:00:00,Denmark,East Denmark,DK-DK2,85.75,154.18,87.71,69.12,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-26 01:00:00,Denmark,East Denmark,DK-DK2,84.83,152.15,87.84,69.12,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-26 02:00:00,Denmark,East Denmark,DK-DK2,84.98,153.18,87.83,67.92,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-26 03:00:00,Denmark,East Denmark,DK-DK2,85.46,153.69,87.78,68.3,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-26 04:00:00,Denmark,East Denmark,DK-DK2,88.64,159.5,87.32,69.49,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-26 05:00:00,Denmark,East Denmark,DK-DK2,89.54,166.56,87.22,73.31,entsoe.eu,false,
2021-02-26 06:00:00,Denmark,East Denmark,DK-DK2,96.2,176.13,86.3,73.86,entsoe.eu,false,
2021-02-26 07:00:00,Denmark,East Denmark,DK-DK2,87.41,164.86,87.61,74.22,entsoe.eu,false,
2021-02-26 08:00:00,Denmark,East Denmark,DK-DK2,87.11,164.64,87.76,74.16,entsoe.eu,false,
2021-02-26 09:00:00,Denmark,East Denmark,DK-DK2,96.94,174.81,86.2,75.39,entsoe.eu,false,
2021-02-26 10:00:00,Denmark,East Denmark,DK-DK2,99.62,179.58,85.98,78.01,entsoe.eu,false,
2021-02-26 11:00:00,Denmark,East Denmark,DK-DK2,95.35,170.95,86.54,81.0,entsoe.eu,false,
2021-02-26 12:00:00,Denmark,East Denmark,DK-DK2,84.55,157.63,88.01,85.69,entsoe.eu,false,
2021-02-26 13:00:00,Denmark,East Denmark,DK-DK2,80.14,156.56,88.76,86.22,entsoe.eu,false,
2021-02-26 14:00:00,Denmark,East Denmark,DK-DK2,81.48,161.21,88.4,84.73,entsoe.eu,false,
2021-02-26 15:00:00,Denmark,East Denmark,DK-DK2,102.85,187.14,85.35,81.79,entsoe.eu,false,
2021-02-26 16:00:00,Denmark,East Denmark,DK-DK2,91.24,171.68,86.89,75.29,entsoe.eu,false,
2021-02-26 17:00:00,Denmark,East Denmark,DK-DK2,113.16,203.83,83.11,74.91,entsoe.eu,false,
2021-02-26 18:00:00,Denmark,East Denmark,DK-DK2,106.99,198.32,84.63,75.86,entsoe.eu,false,
2021-02-26 19:00:00,Denmark,East Denmark,DK-DK2,96.33,171.47,86.5,73.07,entsoe.eu,false,
2021-02-26 20:00:00,Denmark,East Denmark,DK-DK2,99.96,172.21,85.96,71.51,entsoe.eu,false,
2021-02-26 21:00:00,Denmark,East Denmark,DK-DK2,107.82,177.62,84.86,70.14,entsoe.eu,false,
2021-02-26 22:00:00,Denmark,East Denmark,DK-DK2,107.68,174.37,84.88,68.14,entsoe.eu,false,
2021-02-26 23:00:00,Denmark,East Denmark,DK-DK2,106.98,175.42,84.9,67.46,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 00:00:00,Denmark,East Denmark,DK-DK2,108.04,177.05,84.67,67.12,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 01:00:00,Denmark,East Denmark,DK-DK2,107.4,175.52,85.01,67.13,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 02:00:00,Denmark,East Denmark,DK-DK2,106.77,172.84,85.27,67.22,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 03:00:00,Denmark,East Denmark,DK-DK2,108.22,175.37,85.05,67.26,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 04:00:00,Denmark,East Denmark,DK-DK2,112.54,181.28,84.46,67.59,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 05:00:00,Denmark,East Denmark,DK-DK2,117.67,187.91,83.67,66.74,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 06:00:00,Denmark,East Denmark,DK-DK2,162.91,239.45,78.57,61.52,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 07:00:00,Denmark,East Denmark,DK-DK2,167.13,246.34,77.32,62.27,entsoe.eu,false,
2021-02-27 08:00:00,Denmark,East Denmark,DK-DK2,129.92,202.28,81.36,65.92,entsoe.eu,false,
2021-02-27 09:00:00,Denmark,East Denmark,DK-DK2,115.3,186.71,84.14,68.01,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 10:00:00,Denmark,East Denmark,DK-DK2,113.5,185.02,84.74,68.0,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 11:00:00,Denmark,East Denmark,DK-DK2,132.81,211.21,82.2,68.54,entsoe.eu,false,
2021-02-27 12:00:00,Denmark,East Denmark,DK-DK2,128.25,205.02,82.66,69.19,entsoe.eu,false,
2021-02-27 13:00:00,Denmark,East Denmark,DK-DK2,123.52,197.59,83.13,69.87,entsoe.eu,false,
2021-02-27 14:00:00,Denmark,East Denmark,DK-DK2,145.49,225.32,80.12,67.79,entsoe.eu,false,
2021-02-27 15:00:00,Denmark,East Denmark,DK-DK2,144.43,223.22,80.18,65.33,entsoe.eu,false,
2021-02-27 16:00:00,Denmark,East Denmark,DK-DK2,151.42,232.61,79.16,64.56,entsoe.eu,false,
2021-02-27 17:00:00,Denmark,East Denmark,DK-DK2,149.08,226.59,79.4,64.79,entsoe.eu,false,
2021-02-27 18:00:00,Denmark,East Denmark,DK-DK2,131.54,202.64,81.47,66.87,entsoe.eu,false,
2021-02-27 19:00:00,Denmark,East Denmark,DK-DK2,128.94,198.39,82.27,67.13,entsoe.eu,false,
2021-02-27 20:00:00,Denmark,East Denmark,DK-DK2,125.8,194.33,82.92,66.52,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 21:00:00,Denmark,East Denmark,DK-DK2,131.28,202.28,82.26,65.64,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-27 22:00:00,Denmark,East Denmark,DK-DK2,127.13,197.09,82.86,66.2,entsoe.eu,false,
2021-02-27 23:00:00,Denmark,East Denmark,DK-DK2,120.93,189.61,83.52,65.64,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 00:00:00,Denmark,East Denmark,DK-DK2,109.72,175.32,84.97,65.69,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 01:00:00,Denmark,East Denmark,DK-DK2,102.72,170.47,85.77,66.16,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 02:00:00,Denmark,East Denmark,DK-DK2,107.54,183.5,85.05,67.09,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 03:00:00,Denmark,East Denmark,DK-DK2,104.71,184.39,85.45,67.41,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 04:00:00,Denmark,East Denmark,DK-DK2,101.59,185.23,85.85,67.18,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 05:00:00,Denmark,East Denmark,DK-DK2,98.84,187.59,85.87,68.46,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 06:00:00,Denmark,East Denmark,DK-DK2,112.28,203.05,83.65,68.93,entsoe.eu,false,
2021-02-28 07:00:00,Denmark,East Denmark,DK-DK2,117.28,207.55,83.53,70.39,entsoe.eu,false,
2021-02-28 08:00:00,Denmark,East Denmark,DK-DK2,111.74,195.79,84.41,71.44,entsoe.eu,false,
2021-02-28 09:00:00,Denmark,East Denmark,DK-DK2,113.18,193.5,84.13,71.18,entsoe.eu,false,
2021-02-28 10:00:00,Denmark,East Denmark,DK-DK2,100.55,178.18,86.05,70.72,entsoe.eu,false,
2021-02-28 11:00:00,Denmark,East Denmark,DK-DK2,95.49,176.51,86.54,69.29,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 12:00:00,Denmark,East Denmark,DK-DK2,98.56,181.03,86.37,68.51,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 13:00:00,Denmark,East Denmark,DK-DK2,109.51,196.83,84.64,69.01,entsoe.eu,false,
2021-02-28 14:00:00,Denmark,East Denmark,DK-DK2,106.86,196.78,85.24,68.81,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 15:00:00,Denmark,East Denmark,DK-DK2,100.64,187.59,85.4,69.62,entsoe.eu,false,
2021-02-28 16:00:00,Denmark,East Denmark,DK-DK2,116.8,213.7,82.62,69.04,entsoe.eu,false,
2021-02-28 17:00:00,Denmark,East Denmark,DK-DK2,116.11,216.88,83.52,68.19,entsoe.eu,false,
2021-02-28 18:00:00,Denmark,East Denmark,DK-DK2,116.73,217.52,83.79,68.28,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 19:00:00,Denmark,East Denmark,DK-DK2,118.42,212.24,83.48,67.56,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 20:00:00,Denmark,East Denmark,DK-DK2,104.23,203.05,85.55,68.36,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 21:00:00,Denmark,East Denmark,DK-DK2,101.94,200.52,85.86,67.92,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 22:00:00,Denmark,East Denmark,DK-DK2,103.66,200.77,85.37,66.88,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-02-28 23:00:00,Denmark,East Denmark,DK-DK2,97.37,186.0,86.45,68.66,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-01 00:00:00,Denmark,East Denmark,DK-DK2,95.92,181.86,86.58,68.54,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-01 01:00:00,Denmark,East Denmark,DK-DK2,94.88,182.6,86.55,68.04,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-01 02:00:00,Denmark,East Denmark,DK-DK2,104.72,198.8,85.26,67.11,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-01 03:00:00,Denmark,East Denmark,DK-DK2,94.92,186.15,86.56,68.28,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-01 04:00:00,Denmark,East Denmark,DK-DK2,95.1,184.28,86.41,68.47,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-01 05:00:00,Denmark,East Denmark,DK-DK2,126.56,234.58,80.85,68.98,entsoe.eu,false,
2021-03-01 06:00:00,Denmark,East Denmark,DK-DK2,132.54,249.24,80.06,69.32,entsoe.eu,false,
2021-03-01 07:00:00,Denmark,East Denmark,DK-DK2,128.35,241.28,80.66,68.21,entsoe.eu,false,
2021-03-01 08:00:00,Denmark,East Denmark,DK-DK2,138.77,250.04,79.41,69.38,entsoe.eu,false,
2021-03-01 09:00:00,Denmark,East Denmark,DK-DK2,136.68,241.4,79.58,69.07,entsoe.eu,false,
2021-03-01 10:00:00,Denmark,East Denmark,DK-DK2,117.75,214.83,82.04,69.56,entsoe.eu,false,
2021-03-01 11:00:00,Denmark,East Denmark,DK-DK2,113.57,207.64,82.69,70.01,entsoe.eu,false,
2021-03-01 12:00:00,Denmark,East Denmark,DK-DK2,110.31,203.44,83.08,69.82,entsoe.eu,false,
2021-03-01 13:00:00,Denmark,East Denmark,DK-DK2,112.75,207.22,82.47,68.81,entsoe.eu,false,
2021-03-01 14:00:00,Denmark,East Denmark,DK-DK2,139.18,244.8,78.41,69.13,entsoe.eu,false,
2021-03-01 15:00:00,Denmark,East Denmark,DK-DK2,146.67,248.98,77.26,68.14,entsoe.eu,false,
2021-03-01 16:00:00,Denmark,East Denmark,DK-DK2,147.36,255.86,77.33,67.7,entsoe.eu,false,
2021-03-01 17:00:00,Denmark,East Denmark,DK-DK2,129.31,235.19,80.47,67.48,entsoe.eu,false,
2021-03-01 18:00:00,Denmark,East Denmark,DK-DK2,129.88,238.15,79.4,66.37,entsoe.eu,false,
2021-03-01 19:00:00,Denmark,East Denmark,DK-DK2,134.25,241.74,79.23,67.64,entsoe.eu,false,
2021-03-01 20:00:00,Denmark,East Denmark,DK-DK2,139.85,240.89,79.15,67.58,entsoe.eu,false,
2021-03-01 21:00:00,Denmark,East Denmark,DK-DK2,123.71,226.64,81.92,67.96,entsoe.eu,false,
2021-03-01 22:00:00,Denmark,East Denmark,DK-DK2,122.4,226.57,82.84,66.5,entsoe.eu,false,
2021-03-01 23:00:00,Denmark,East Denmark,DK-DK2,108.66,199.56,84.9,65.49,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 00:00:00,Denmark,East Denmark,DK-DK2,105.83,203.96,85.2,66.35,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 01:00:00,Denmark,East Denmark,DK-DK2,97.48,195.97,86.3,66.97,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 02:00:00,Denmark,East Denmark,DK-DK2,98.87,194.54,86.1,66.25,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 03:00:00,Denmark,East Denmark,DK-DK2,103.56,203.35,85.57,66.83,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 04:00:00,Denmark,East Denmark,DK-DK2,109.38,207.72,85.07,66.87,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 05:00:00,Denmark,East Denmark,DK-DK2,120.77,226.17,83.5,67.68,entsoe.eu,false,
2021-03-02 06:00:00,Denmark,East Denmark,DK-DK2,135.91,252.06,80.85,67.97,entsoe.eu,false,
2021-03-02 07:00:00,Denmark,East Denmark,DK-DK2,159.29,282.63,76.97,68.19,entsoe.eu,false,
2021-03-02 08:00:00,Denmark,East Denmark,DK-DK2,110.13,222.89,83.54,70.92,entsoe.eu,false,
2021-03-02 09:00:00,Denmark,East Denmark,DK-DK2,147.44,257.44,79.26,67.97,entsoe.eu,false,
2021-03-02 10:00:00,Denmark,East Denmark,DK-DK2,106.69,212.6,84.04,71.38,entsoe.eu,false,
2021-03-02 11:00:00,Denmark,East Denmark,DK-DK2,107.18,210.96,83.28,71.88,entsoe.eu,false,
2021-03-02 12:00:00,Denmark,East Denmark,DK-DK2,96.35,202.31,85.02,71.79,entsoe.eu,false,
2021-03-02 13:00:00,Denmark,East Denmark,DK-DK2,103.33,210.94,84.56,71.15,entsoe.eu,false,
2021-03-02 14:00:00,Denmark,East Denmark,DK-DK2,112.96,225.16,83.18,70.7,entsoe.eu,false,
2021-03-02 15:00:00,Denmark,East Denmark,DK-DK2,89.95,197.3,86.34,70.48,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 16:00:00,Denmark,East Denmark,DK-DK2,133.53,242.46,80.7,66.61,entsoe.eu,false,
2021-03-02 17:00:00,Denmark,East Denmark,DK-DK2,138.55,253.27,79.16,66.14,entsoe.eu,false,
2021-03-02 18:00:00,Denmark,East Denmark,DK-DK2,130.04,242.57,79.71,66.15,entsoe.eu,false,
2021-03-02 19:00:00,Denmark,East Denmark,DK-DK2,131.15,243.52,79.67,65.57,entsoe.eu,false,
2021-03-02 20:00:00,Denmark,East Denmark,DK-DK2,147.73,268.75,77.74,65.0,entsoe.eu,false,
2021-03-02 21:00:00,Denmark,East Denmark,DK-DK2,122.79,232.17,82.79,67.02,entsoe.eu,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-03-02 22:00:00,Denmark,East Denmark,DK-DK2,130.86,244.37,81.65,67.54,entsoe.eu,false,
2021-03-02 23:00:00,Denmark,East Denmark,DK-DK2,141.93,263.68,80.14,67.19,entsoe.eu,false,
2021-03-03 00:00:00,Denmark,East Denmark,DK-DK2,127.69,237.33,81.85,67.94,entsoe.eu,false,
2021-03-03 01:00:00,Denmark,East Denmark,DK-DK2,118.54,228.17,83.26,68.02,entsoe.eu,false,
2021-03-03 02:00:00,Denmark,East Denmark,DK-DK2,125.22,234.54,82.14,68.18,entsoe.eu,false,
2021-03-03 03:00:00,Denmark,East Denmark,DK-DK2,164.29,294.7,76.99,67.17,entsoe.eu,false,
2021-03-03 04:00:00,Denmark,East Denmark,DK-DK2,267.45,402.28,64.3,60.46,entsoe.eu,false,
2021-03-03 05:00:00,Denmark,East Denmark,DK-DK2,254.47,397.17,65.84,62.35,entsoe.eu,false,
2021-03-03 06:00:00,Denmark,East Denmark,DK-DK2,232.84,370.85,68.17,63.23,entsoe.eu,false,
